coordinates 	125.76	155.05	253.76	155.05
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
5	50	1.894737e+01	4.105263e+01	1.080639e+01	3.241918e+01	6.842105e-01	7.500000e-01	4
5.100000e+00	51	20	4.105263e+01	1.080639e+01	3.241918e+01	6.724138e-01	7.500000e-01	4
5.200000e+00	52	1.263158e+01	3.368421e+01	1.080639e+01	3.241918e+01	7.272727e-01	7.500000e-01	4
5.300000e+00	53	6.315789e+00	4.105263e+01	1.080639e+01	3.241918e+01	8.666667e-01	7.500000e-01	4
5.400000e+00	54	20	3.684211e+01	1.080639e+01	3.241918e+01	6.481481e-01	7.500000e-01	4
5.500000e+00	55	1.052632e+01	3.789474e+01	1.080639e+01	3.241918e+01	7.826087e-01	7.500000e-01	4
5.600000e+00	56	1.157895e+01	4.210526e+01	1.080639e+01	3.241918e+01	7.843137e-01	7.500000e-01	4
5.700000e+00	57	1.789474e+01	2.736842e+01	1.080639e+01	3.241918e+01	6.046512e-01	7.500000e-01	4
5.800000e+00	58	1.157895e+01	3.684211e+01	1.080639e+01	3.241918e+01	7.608696e-01	7.500000e-01	4
5.900000e+00	59	1.684211e+01	3.578947e+01	1.080639e+01	3.241918e+01	6.800000e-01	7.500000e-01	4
6	60	7.368421e+00	3.684211e+01	1.080639e+01	3.241918e+01	8.333333e-01	7.500000e-01	4
6.100000e+00	61	1.263158e+01	2.210526e+01	1.080639e+01	3.241918e+01	6.363636e-01	7.500000e-01	4
6.200000e+00	62	1.052632e+01	4.315789e+01	1.080639e+01	3.241918e+01	8.039216e-01	7.500000e-01	4
6.300000e+00	63	1.052632e+01	3.473684e+01	1.080639e+01	3.241918e+01	7.674419e-01	7.500000e-01	4
6.400000e+00	64	1.578947e+01	4.315789e+01	1.080639e+01	3.241918e+01	7.321429e-01	7.500000e-01	4
6.500000e+00	65	2.210526e+01	2.736842e+01	1.080639e+01	3.241918e+01	5.531915e-01	7.500000e-01	4
6.600000e+00	66	2.105263e+01	2.105263e+01	1.080639e+01	3.241918e+01	5.000000e-01	7.500000e-01	4
6.700000e+00	67	8.421053e+00	2.842105e+01	1.080639e+01	3.241918e+01	7.714286e-01	7.500000e-01	4
6.800000e+00	68	1.894737e+01	6.736842e+01	1.080639e+01	3.241918e+01	7.804878e-01	7.500000e-01	4
6.900000e+00	69	1.263158e+01	3.052632e+01	1.080639e+01	3.241918e+01	7.073171e-01	7.500000e-01	4
7	70	1.473684e+01	2.736842e+01	1.080639e+01	3.241918e+01	6.500000e-01	7.500000e-01	4
7.100000e+00	71	1.789474e+01	3.789474e+01	1.080639e+01	3.241918e+01	6.792453e-01	7.500000e-01	4
7.200000e+00	72	1.368421e+01	3.789474e+01	1.080639e+01	3.241918e+01	7.346939e-01	7.500000e-01	4
7.300000e+00	73	1.894737e+01	3.157895e+01	1.080639e+01	3.241918e+01	6.250000e-01	7.500000e-01	4
7.400000e+00	74	1.052632e+01	5.157895e+01	1.080639e+01	3.241918e+01	8.305085e-01	7.500000e-01	4
7.500000e+00	75	5.263158e+00	3.578947e+01	1.080639e+01	3.241918e+01	8.717949e-01	7.500000e-01	4
7.600000e+00	76	1.578947e+01	3.368421e+01	1.080639e+01	3.241918e+01	6.808511e-01	7.500000e-01	4
7.700000e+00	77	1.578947e+01	2.842105e+01	1.080639e+01	3.241918e+01	6.428571e-01	7.500000e-01	4
7.800000e+00	78	6.315789e+00	2.105263e+01	1.080639e+01	3.241918e+01	7.692308e-01	7.500000e-01	4
7.900000e+00	79	9.473684e+00	4.315789e+01	1.080639e+01	3.241918e+01	8.200000e-01	7.500000e-01	4
8	80	1.157895e+01	4.315789e+01	1.080639e+01	3.241918e+01	7.884615e-01	7.500000e-01	4
8.100000e+00	81	1.368421e+01	2.947368e+01	1.080639e+01	3.241918e+01	6.829268e-01	7.500000e-01	4
8.200000e+00	82	8.421053e+00	2.315789e+01	1.080639e+01	3.241918e+01	7.333333e-01	7.500000e-01	4
8.300000e+00	83	1.157895e+01	2.631579e+01	1.080639e+01	3.241918e+01	6.944444e-01	7.500000e-01	4
8.400000e+00	84	2.105263e+01	40	1.080639e+01	3.241918e+01	6.551724e-01	7.500000e-01	4
8.500000e+00	85	1.684211e+01	3.052632e+01	1.080639e+01	3.241918e+01	6.444444e-01	7.500000e-01	4
8.600000e+00	86	1.263158e+01	3.578947e+01	1.080639e+01	3.241918e+01	7.391304e-01	7.500000e-01	4
8.700000e+00	87	2.210526e+01	3.894737e+01	1.080639e+01	3.241918e+01	6.379310e-01	7.500000e-01	4
8.800000e+00	88	2.631579e+01	3.684211e+01	1.080639e+01	3.241918e+01	5.833333e-01	7.500000e-01	4
8.900000e+00	89	1.368421e+01	2.526316e+01	1.080639e+01	3.241918e+01	6.486486e-01	7.500000e-01	4
9	90	3.052632e+01	5.368421e+01	1.080639e+01	3.241918e+01	6.375000e-01	7.500000e-01	4
9.100000e+00	91	1.894737e+01	2.421053e+01	1.080639e+01	3.241918e+01	5.609756e-01	7.500000e-01	4
9.200000e+00	92	1.578947e+01	3.894737e+01	1.080639e+01	3.241918e+01	7.115385e-01	7.500000e-01	4
9.300000e+00	93	2.105263e+01	4.105263e+01	1.080639e+01	3.241918e+01	6.610169e-01	7.500000e-01	4
9.400000e+00	94	1.263158e+01	4.526316e+01	1.080639e+01	3.241918e+01	7.818182e-01	7.500000e-01	4
9.500000e+00	95	1.894737e+01	6.631579e+01	1.080639e+01	3.241918e+01	7.777778e-01	7.500000e-01	4
9.600000e+00	96	1.263158e+01	3.368421e+01	1.080639e+01	3.241918e+01	7.272727e-01	7.500000e-01	4
9.700000e+00	97	1.894737e+01	4.736842e+01	1.080639e+01	3.241918e+01	7.142857e-01	7.500000e-01	4
9.800000e+00	98	1.157895e+01	4.421053e+01	1.080639e+01	3.241918e+01	7.924528e-01	7.500000e-01	4
9.900000e+00	99	1.473684e+01	4.105263e+01	1.080639e+01	3.241918e+01	7.358491e-01	7.500000e-01	4
10	100	1.578947e+01	2.315789e+01	1.080639e+01	3.241918e+01	5.945946e-01	7.500000e-01	4
