coordinates 	85.84	77.84	213.84	77.84
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	1.052632e+01	3.684211e+01	9.478207e+00	2.843462e+01	7.777778e-01	7.500000e-01	4
2.000000e-01	2	1.157895e+01	3.473684e+01	9.478207e+00	2.843462e+01	7.500000e-01	7.500000e-01	4
3.000000e-01	3	8.421053e+00	3.578947e+01	9.478207e+00	2.843462e+01	8.095238e-01	7.500000e-01	4
4.000000e-01	4	8.421053e+00	3.368421e+01	9.478207e+00	2.843462e+01	8.000000e-01	7.500000e-01	4
5.000000e-01	5	4.210526e+00	3.894737e+01	9.478207e+00	2.843462e+01	9.024390e-01	7.500000e-01	4
6.000000e-01	6	1.052632e+01	2.947368e+01	9.478207e+00	2.843462e+01	7.368421e-01	7.500000e-01	4
7.000000e-01	7	7.368421e+00	2.842105e+01	9.478207e+00	2.843462e+01	7.941176e-01	7.500000e-01	4
8.000000e-01	8	1.578947e+01	2.421053e+01	9.478207e+00	2.843462e+01	6.052632e-01	7.500000e-01	4
9.000000e-01	9	1.578947e+01	3.052632e+01	9.478207e+00	2.843462e+01	6.590909e-01	7.500000e-01	4
1	10	1.263158e+01	2.947368e+01	9.478207e+00	2.843462e+01	7.000000e-01	7.500000e-01	4
1.100000e+00	11	8.421053e+00	4.526316e+01	9.478207e+00	2.843462e+01	8.431373e-01	7.500000e-01	4
1.200000e+00	12	2.631579e+01	1.684211e+01	9.478207e+00	2.843462e+01	3.902439e-01	7.500000e-01	4
1.300000e+00	13	2.526316e+01	1.894737e+01	9.478207e+00	2.843462e+01	4.285714e-01	7.500000e-01	4
1.400000e+00	14	2.105263e+01	2.947368e+01	9.478207e+00	2.843462e+01	5.833333e-01	7.500000e-01	4
1.500000e+00	15	1.263158e+01	2.526316e+01	9.478207e+00	2.843462e+01	6.666667e-01	7.500000e-01	4
1.600000e+00	16	8.421053e+00	3.052632e+01	9.478207e+00	2.843462e+01	7.837838e-01	7.500000e-01	4
1.700000e+00	17	2.315789e+01	4.210526e+01	9.478207e+00	2.843462e+01	6.451613e-01	7.500000e-01	4
1.800000e+00	18	1.368421e+01	3.473684e+01	9.478207e+00	2.843462e+01	7.173913e-01	7.500000e-01	4
1.900000e+00	19	1.157895e+01	3.263158e+01	9.478207e+00	2.843462e+01	7.380952e-01	7.500000e-01	4
2	20	20	2.315789e+01	9.478207e+00	2.843462e+01	5.365854e-01	7.500000e-01	4
2.100000e+00	21	1.157895e+01	3.052632e+01	9.478207e+00	2.843462e+01	7.250000e-01	7.500000e-01	4
2.200000e+00	22	1.473684e+01	3.894737e+01	9.478207e+00	2.843462e+01	7.254902e-01	7.500000e-01	4
2.300000e+00	23	1.368421e+01	1.578947e+01	9.478207e+00	2.843462e+01	5.357143e-01	7.500000e-01	4
2.400000e+00	24	1.894737e+01	4.631579e+01	9.478207e+00	2.843462e+01	7.096774e-01	7.500000e-01	4
2.500000e+00	25	1.157895e+01	2.631579e+01	9.478207e+00	2.843462e+01	6.944444e-01	7.500000e-01	4
2.600000e+00	26	20	3.052632e+01	9.478207e+00	2.843462e+01	6.041667e-01	7.500000e-01	4
2.700000e+00	27	1.263158e+01	4.842105e+01	9.478207e+00	2.843462e+01	7.931034e-01	7.500000e-01	4
2.800000e+00	28	20	3.789474e+01	9.478207e+00	2.843462e+01	6.545455e-01	7.500000e-01	4
2.900000e+00	29	1.368421e+01	2.105263e+01	9.478207e+00	2.843462e+01	6.060606e-01	7.500000e-01	4
3	30	1.052632e+01	3.052632e+01	9.478207e+00	2.843462e+01	7.435897e-01	7.500000e-01	4
3.100000e+00	31	2.631579e+01	3.789474e+01	9.478207e+00	2.843462e+01	5.901639e-01	7.500000e-01	4
3.200000e+00	32	1.578947e+01	4.315789e+01	9.478207e+00	2.843462e+01	7.321429e-01	7.500000e-01	4
3.300000e+00	33	1.263158e+01	3.263158e+01	9.478207e+00	2.843462e+01	7.209302e-01	7.500000e-01	4
3.400000e+00	34	1.368421e+01	3.473684e+01	9.478207e+00	2.843462e+01	7.173913e-01	7.500000e-01	4
3.500000e+00	35	1.263158e+01	2.315789e+01	9.478207e+00	2.843462e+01	6.470588e-01	7.500000e-01	4
3.600000e+00	36	7.368421e+00	3.684211e+01	9.478207e+00	2.843462e+01	8.333333e-01	7.500000e-01	4
3.700000e+00	37	7.368421e+00	2.631579e+01	9.478207e+00	2.843462e+01	7.812500e-01	7.500000e-01	4
3.800000e+00	38	8.421053e+00	3.368421e+01	9.478207e+00	2.843462e+01	8.000000e-01	7.500000e-01	4
3.900000e+00	39	2.210526e+01	3.894737e+01	9.478207e+00	2.843462e+01	6.379310e-01	7.500000e-01	4
4	40	1.052632e+01	2.736842e+01	9.478207e+00	2.843462e+01	7.222222e-01	7.500000e-01	4
4.100000e+00	41	1.684211e+01	3.789474e+01	9.478207e+00	2.843462e+01	6.923077e-01	7.500000e-01	4
4.200000e+00	42	8.421053e+00	3.157895e+01	9.478207e+00	2.843462e+01	7.894737e-01	7.500000e-01	4
4.300000e+00	43	6.315789e+00	3.157895e+01	9.478207e+00	2.843462e+01	8.333333e-01	7.500000e-01	4
4.400000e+00	44	8.421053e+00	4.315789e+01	9.478207e+00	2.843462e+01	8.367347e-01	7.500000e-01	4
4.500000e+00	45	7.368421e+00	2.421053e+01	9.478207e+00	2.843462e+01	7.666667e-01	7.500000e-01	4
4.600000e+00	46	4.210526e+00	3.789474e+01	9.478207e+00	2.843462e+01	9.000000e-01	7.500000e-01	4
4.700000e+00	47	1.263158e+01	1.894737e+01	9.478207e+00	2.843462e+01	6.000000e-01	7.500000e-01	4
4.800000e+00	48	2.526316e+01	40	9.478207e+00	2.843462e+01	6.129032e-01	7.500000e-01	4
4.900000e+00	49	2.105263e+01	3.473684e+01	9.478207e+00	2.843462e+01	6.226415e-01	7.500000e-01	4
5	50	3.052632e+01	2.947368e+01	9.478207e+00	2.843462e+01	4.912281e-01	7.500000e-01	4
5.100000e+00	51	1.263158e+01	3.789474e+01	9.478207e+00	2.843462e+01	7.500000e-01	7.500000e-01	4
5.200000e+00	52	1.684211e+01	3.368421e+01	9.478207e+00	2.843462e+01	6.666667e-01	7.500000e-01	4
5.300000e+00	53	1.684211e+01	3.052632e+01	9.478207e+00	2.843462e+01	6.444444e-01	7.500000e-01	4
5.400000e+00	54	20	3.368421e+01	9.478207e+00	2.843462e+01	6.274510e-01	7.500000e-01	4
5.500000e+00	55	2.210526e+01	2.421053e+01	9.478207e+00	2.843462e+01	5.227273e-01	7.500000e-01	4
5.600000e+00	56	8.421053e+00	2.631579e+01	9.478207e+00	2.843462e+01	7.575758e-01	7.500000e-01	4
5.700000e+00	57	1.578947e+01	2.526316e+01	9.478207e+00	2.843462e+01	6.153846e-01	7.500000e-01	4
5.800000e+00	58	2.631579e+01	2.315789e+01	1.887005e+01	1.904278e+01	4.680851e-01	5.022779e-01	3
5.900000e+00	59	4.210526e+01	1.894737e+01	1.895641e+01	1.895641e+01	3.103448e-01	5.000000e-01	3
6	60	3.578947e+01	3.052632e+01	1.895641e+01	1.895641e+01	4.603175e-01	5.000000e-01	3
6.100000e+00	61	3.578947e+01	2.105263e+01	1.895641e+01	1.895641e+01	3.703704e-01	5.000000e-01	3
6.200000e+00	62	2.947368e+01	2.736842e+01	1.895641e+01	1.895641e+01	4.814815e-01	5.000000e-01	3
6.300000e+00	63	3.789474e+01	2.105263e+01	1.895641e+01	1.895641e+01	3.571429e-01	5.000000e-01	3
6.400000e+00	64	2.315789e+01	3.473684e+01	1.895641e+01	1.895641e+01	6.000000e-01	5.000000e-01	3
6.500000e+00	65	2.315789e+01	2.210526e+01	1.895641e+01	1.895641e+01	4.883721e-01	5.000000e-01	3
6.600000e+00	66	2.105263e+01	2.842105e+01	1.895641e+01	1.895641e+01	5.744681e-01	5.000000e-01	3
6.700000e+00	67	2.421053e+01	2.736842e+01	1.895641e+01	1.895641e+01	5.306122e-01	5.000000e-01	3
6.800000e+00	68	2.631579e+01	1.789474e+01	1.895641e+01	1.895641e+01	4.047619e-01	5.000000e-01	3
6.900000e+00	69	3.263158e+01	2.105263e+01	1.895641e+01	1.895641e+01	3.921569e-01	5.000000e-01	3
7	70	2.947368e+01	1.578947e+01	1.895641e+01	1.895641e+01	3.488372e-01	5.000000e-01	3
