coordinates 	3.76	197.13	131.76	197.13
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	1.157895e+01	3.052632e+01	1.078432e+01	3.235296e+01	7.250000e-01	7.500000e-01	4
2.000000e-01	2	1.578947e+01	4.315789e+01	1.078432e+01	3.235296e+01	7.321429e-01	7.500000e-01	4
3.000000e-01	3	1.473684e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.956522e-01	7.500000e-01	4
4.000000e-01	4	1.263158e+01	3.684211e+01	1.078432e+01	3.235296e+01	7.446809e-01	7.500000e-01	4
5.000000e-01	5	7.368421e+00	3.578947e+01	1.078432e+01	3.235296e+01	8.292683e-01	7.500000e-01	4
6.000000e-01	6	1.157895e+01	3.368421e+01	1.078432e+01	3.235296e+01	7.441860e-01	7.500000e-01	4
7.000000e-01	7	1.473684e+01	2.421053e+01	1.078432e+01	3.235296e+01	6.216216e-01	7.500000e-01	4
8.000000e-01	8	1.263158e+01	40	1.078432e+01	3.235296e+01	7.600000e-01	7.500000e-01	4
9.000000e-01	9	2.315789e+01	3.894737e+01	1.078432e+01	3.235296e+01	6.271186e-01	7.500000e-01	4
1	10	1.263158e+01	4.315789e+01	1.078432e+01	3.235296e+01	7.735849e-01	7.500000e-01	4
1.100000e+00	11	1.052632e+01	4.105263e+01	1.078432e+01	3.235296e+01	7.959184e-01	7.500000e-01	4
1.200000e+00	12	7.368421e+00	2.421053e+01	1.078432e+01	3.235296e+01	7.666667e-01	7.500000e-01	4
1.300000e+00	13	9.473684e+00	3.894737e+01	1.078432e+01	3.235296e+01	8.043478e-01	7.500000e-01	4
1.400000e+00	14	5.263158e+00	3.684211e+01	1.078432e+01	3.235296e+01	8.750000e-01	7.500000e-01	4
1.500000e+00	15	3.368421e+01	3.157895e+01	1.078432e+01	3.235296e+01	4.838710e-01	7.500000e-01	4
1.600000e+00	16	1.473684e+01	3.789474e+01	1.078432e+01	3.235296e+01	7.200000e-01	7.500000e-01	4
1.700000e+00	17	20	2.631579e+01	1.078432e+01	3.235296e+01	5.681818e-01	7.500000e-01	4
1.800000e+00	18	2.736842e+01	2.842105e+01	1.078432e+01	3.235296e+01	5.094340e-01	7.500000e-01	4
1.900000e+00	19	1.684211e+01	4.105263e+01	1.078432e+01	3.235296e+01	7.090909e-01	7.500000e-01	4
2	20	9.473684e+00	2.526316e+01	1.078432e+01	3.235296e+01	7.272727e-01	7.500000e-01	4
2.100000e+00	21	1.789474e+01	2.736842e+01	1.078432e+01	3.235296e+01	6.046512e-01	7.500000e-01	4
2.200000e+00	22	1.473684e+01	3.894737e+01	1.078432e+01	3.235296e+01	7.254902e-01	7.500000e-01	4
2.300000e+00	23	1.473684e+01	3.052632e+01	1.078432e+01	3.235296e+01	6.744186e-01	7.500000e-01	4
2.400000e+00	24	20	2.315789e+01	1.078432e+01	3.235296e+01	5.365854e-01	7.500000e-01	4
2.500000e+00	25	1.157895e+01	3.157895e+01	1.078432e+01	3.235296e+01	7.317073e-01	7.500000e-01	4
2.600000e+00	26	1.578947e+01	3.684211e+01	1.078432e+01	3.235296e+01	7.000000e-01	7.500000e-01	4
2.700000e+00	27	1.473684e+01	4.315789e+01	1.078432e+01	3.235296e+01	7.454545e-01	7.500000e-01	4
2.800000e+00	28	1.684211e+01	5.263158e+01	1.078432e+01	3.235296e+01	7.575758e-01	7.500000e-01	4
2.900000e+00	29	1.684211e+01	40	1.078432e+01	3.235296e+01	7.037037e-01	7.500000e-01	4
3	30	1.473684e+01	3.473684e+01	1.078432e+01	3.235296e+01	7.021277e-01	7.500000e-01	4
3.100000e+00	31	1.578947e+01	3.684211e+01	1.078432e+01	3.235296e+01	7.000000e-01	7.500000e-01	4
3.200000e+00	32	8.421053e+00	4.842105e+01	1.078432e+01	3.235296e+01	8.518519e-01	7.500000e-01	4
3.300000e+00	33	9.473684e+00	3.052632e+01	1.078432e+01	3.235296e+01	7.631579e-01	7.500000e-01	4
3.400000e+00	34	2.210526e+01	2.736842e+01	1.078432e+01	3.235296e+01	5.531915e-01	7.500000e-01	4
3.500000e+00	35	1.473684e+01	1.894737e+01	1.078432e+01	3.235296e+01	5.625000e-01	7.500000e-01	4
3.600000e+00	36	6.315789e+00	3.052632e+01	1.078432e+01	3.235296e+01	8.285714e-01	7.500000e-01	4
3.700000e+00	37	2.315789e+01	2.105263e+01	1.078432e+01	3.235296e+01	4.761905e-01	7.500000e-01	4
3.800000e+00	38	1.263158e+01	4.736842e+01	1.078432e+01	3.235296e+01	7.894737e-01	7.500000e-01	4
3.900000e+00	39	1.052632e+01	3.263158e+01	1.078432e+01	3.235296e+01	7.560976e-01	7.500000e-01	4
4	40	1.052632e+01	2.631579e+01	1.078432e+01	3.235296e+01	7.142857e-01	7.500000e-01	4
4.100000e+00	41	1.052632e+01	3.052632e+01	1.078432e+01	3.235296e+01	7.435897e-01	7.500000e-01	4
4.200000e+00	42	1.263158e+01	5.368421e+01	1.078432e+01	3.235296e+01	8.095238e-01	7.500000e-01	4
4.300000e+00	43	1.473684e+01	3.052632e+01	1.078432e+01	3.235296e+01	6.744186e-01	7.500000e-01	4
4.400000e+00	44	2.631579e+01	4.947368e+01	1.078432e+01	3.235296e+01	6.527778e-01	7.500000e-01	4
4.500000e+00	45	20	2.842105e+01	1.078432e+01	3.235296e+01	5.869565e-01	7.500000e-01	4
4.600000e+00	46	1.578947e+01	3.263158e+01	1.078432e+01	3.235296e+01	6.739130e-01	7.500000e-01	4
4.700000e+00	47	9.473684e+00	2.842105e+01	1.078432e+01	3.235296e+01	7.500000e-01	7.500000e-01	4
4.800000e+00	48	1.684211e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.666667e-01	7.500000e-01	4
4.900000e+00	49	2.210526e+01	2.526316e+01	1.078432e+01	3.235296e+01	5.333333e-01	7.500000e-01	4
5	50	2.210526e+01	2.315789e+01	1.078432e+01	3.235296e+01	5.116279e-01	7.500000e-01	4
5.100000e+00	51	3.578947e+01	2.210526e+01	1.078432e+01	3.235296e+01	3.818182e-01	7.500000e-01	4
5.200000e+00	52	1.789474e+01	2.631579e+01	1.078432e+01	3.235296e+01	5.952381e-01	7.500000e-01	4
5.300000e+00	53	7.368421e+00	4.105263e+01	1.078432e+01	3.235296e+01	8.478261e-01	7.500000e-01	4
5.400000e+00	54	1.578947e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.808511e-01	7.500000e-01	4
5.500000e+00	55	1.157895e+01	3.789474e+01	1.078432e+01	3.235296e+01	7.659574e-01	7.500000e-01	4
5.600000e+00	56	2.210526e+01	2.947368e+01	1.078432e+01	3.235296e+01	5.714286e-01	7.500000e-01	4
5.700000e+00	57	1.578947e+01	40	1.078432e+01	3.235296e+01	7.169811e-01	7.500000e-01	4
5.800000e+00	58	2.736842e+01	4.315789e+01	1.078432e+01	3.235296e+01	6.119403e-01	7.500000e-01	4
5.900000e+00	59	1.157895e+01	3.473684e+01	1.078432e+01	3.235296e+01	7.500000e-01	7.500000e-01	4
6	60	2.736842e+01	4.526316e+01	1.078432e+01	3.235296e+01	6.231884e-01	7.500000e-01	4
6.100000e+00	61	1.789474e+01	3.789474e+01	1.078432e+01	3.235296e+01	6.792453e-01	7.500000e-01	4
6.200000e+00	62	1.578947e+01	2.947368e+01	1.078432e+01	3.235296e+01	6.511628e-01	7.500000e-01	4
6.300000e+00	63	20	3.263158e+01	1.078432e+01	3.235296e+01	6.200000e-01	7.500000e-01	4
6.400000e+00	64	1.684211e+01	2.631579e+01	1.078432e+01	3.235296e+01	6.097561e-01	7.500000e-01	4
6.500000e+00	65	8.421053e+00	40	1.078432e+01	3.235296e+01	8.260870e-01	7.500000e-01	4
6.600000e+00	66	2.210526e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.037736e-01	7.500000e-01	4
6.700000e+00	67	2.315789e+01	5.157895e+01	1.078432e+01	3.235296e+01	6.901408e-01	7.500000e-01	4
6.800000e+00	68	9.473684e+00	2.526316e+01	1.078432e+01	3.235296e+01	7.272727e-01	7.500000e-01	4
6.900000e+00	69	7.368421e+00	2.631579e+01	1.078432e+01	3.235296e+01	7.812500e-01	7.500000e-01	4
7	70	6.315789e+00	2.105263e+01	1.078432e+01	3.235296e+01	7.692308e-01	7.500000e-01	4
7.100000e+00	71	1.368421e+01	3.894737e+01	1.078432e+01	3.235296e+01	7.400000e-01	7.500000e-01	4
7.200000e+00	72	2.526316e+01	2.736842e+01	1.078432e+01	3.235296e+01	5.200000e-01	7.500000e-01	4
7.300000e+00	73	1.578947e+01	3.578947e+01	1.078432e+01	3.235296e+01	6.938776e-01	7.500000e-01	4
7.400000e+00	74	2.105263e+01	2.947368e+01	1.078432e+01	3.235296e+01	5.833333e-01	7.500000e-01	4
7.500000e+00	75	2.315789e+01	3.263158e+01	1.078432e+01	3.235296e+01	5.849057e-01	7.500000e-01	4
7.600000e+00	76	1.789474e+01	2.315789e+01	1.078432e+01	3.235296e+01	5.641026e-01	7.500000e-01	4
7.700000e+00	77	1.578947e+01	2.526316e+01	1.078432e+01	3.235296e+01	6.153846e-01	7.500000e-01	4
7.800000e+00	78	8.421053e+00	4.526316e+01	1.078432e+01	3.235296e+01	8.431373e-01	7.500000e-01	4
7.900000e+00	79	2.105263e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.153846e-01	7.500000e-01	4
8	80	1.368421e+01	5.368421e+01	1.078432e+01	3.235296e+01	7.968750e-01	7.500000e-01	4
