coordinates 	3.76	197.13	131.76	197.13
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
8.100000e+00	81	2.842105e+01	3.789474e+01	1.078432e+01	3.235296e+01	5.714286e-01	7.500000e-01	4
8.200000e+00	82	2.105263e+01	4.105263e+01	1.078432e+01	3.235296e+01	6.610169e-01	7.500000e-01	4
8.300000e+00	83	9.473684e+00	3.578947e+01	1.078432e+01	3.235296e+01	7.906977e-01	7.500000e-01	4
8.400000e+00	84	1.684211e+01	4.736842e+01	1.078432e+01	3.235296e+01	7.377049e-01	7.500000e-01	4
8.500000e+00	85	1.052632e+01	5.473684e+01	1.078432e+01	3.235296e+01	8.387097e-01	7.500000e-01	4
8.600000e+00	86	2.105263e+01	3.894737e+01	1.078432e+01	3.235296e+01	6.491228e-01	7.500000e-01	4
8.700000e+00	87	1.789474e+01	3.368421e+01	1.078432e+01	3.235296e+01	6.530612e-01	7.500000e-01	4
8.800000e+00	88	20	3.473684e+01	1.078432e+01	3.235296e+01	6.346154e-01	7.500000e-01	4
8.900000e+00	89	3.263158e+01	3.789474e+01	1.078432e+01	3.235296e+01	5.373134e-01	7.500000e-01	4
9	90	1.578947e+01	3.894737e+01	1.078432e+01	3.235296e+01	7.115385e-01	7.500000e-01	4
9.100000e+00	91	1.263158e+01	3.157895e+01	1.078432e+01	3.235296e+01	7.142857e-01	7.500000e-01	4
9.200000e+00	92	20	2.842105e+01	1.078432e+01	3.235296e+01	5.869565e-01	7.500000e-01	4
9.300000e+00	93	1.894737e+01	4.210526e+01	1.078432e+01	3.235296e+01	6.896552e-01	7.500000e-01	4
9.400000e+00	94	1.157895e+01	1.894737e+01	1.078432e+01	3.235296e+01	6.206897e-01	7.500000e-01	4
9.500000e+00	95	1.473684e+01	3.473684e+01	1.078432e+01	3.235296e+01	7.021277e-01	7.500000e-01	4
9.600000e+00	96	1.263158e+01	3.789474e+01	1.078432e+01	3.235296e+01	7.500000e-01	7.500000e-01	4
9.700000e+00	97	1.789474e+01	3.789474e+01	1.078432e+01	3.235296e+01	6.792453e-01	7.500000e-01	4
9.800000e+00	98	1.684211e+01	5.052632e+01	1.078432e+01	3.235296e+01	7.500000e-01	7.500000e-01	4
9.900000e+00	99	1.894737e+01	3.263158e+01	1.078432e+01	3.235296e+01	6.326531e-01	7.500000e-01	4
10	100	1.894737e+01	3.473684e+01	1.078432e+01	3.235296e+01	6.470588e-01	7.500000e-01	4
