coordinates 	94.25	212.53	222.25	212.53
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	4.736842e+01	1.578947e+01	3.340769e+01	1.100847e+01	2.500000e-01	2.478483e-01	2
2.000000e-01	2	40	1.789474e+01	3.340769e+01	1.100847e+01	3.090909e-01	2.478483e-01	2
3.000000e-01	3	7.157895e+01	9.473684e+00	3.340769e+01	1.100847e+01	1.168831e-01	2.478483e-01	2
4.000000e-01	4	5.052632e+01	2.105263e+01	3.340769e+01	1.100847e+01	2.941176e-01	2.478483e-01	2
5.000000e-01	5	3.789474e+01	1.368421e+01	3.340769e+01	1.100847e+01	2.653061e-01	2.478483e-01	2
6.000000e-01	6	4.736842e+01	1.684211e+01	3.340769e+01	1.100847e+01	2.622951e-01	2.478483e-01	2
7.000000e-01	7	5.157895e+01	1.473684e+01	3.340769e+01	1.100847e+01	2.222222e-01	2.478483e-01	2
8.000000e-01	8	5.578947e+01	2.842105e+01	3.340769e+01	1.100847e+01	3.375000e-01	2.478483e-01	2
9.000000e-01	9	4.631579e+01	1.894737e+01	3.340769e+01	1.100847e+01	2.903226e-01	2.478483e-01	2
1	10	4.315789e+01	2.526316e+01	3.340769e+01	1.100847e+01	3.692308e-01	2.478483e-01	2
1.100000e+00	11	4.210526e+01	2.526316e+01	3.340769e+01	1.100847e+01	3.750000e-01	2.478483e-01	2
1.200000e+00	12	5.894737e+01	1.684211e+01	3.340769e+01	1.100847e+01	2.222222e-01	2.478483e-01	2
1.300000e+00	13	5.368421e+01	7.368421e+00	3.340769e+01	1.100847e+01	1.206897e-01	2.478483e-01	2
1.400000e+00	14	4.736842e+01	1.052632e+01	3.340769e+01	1.100847e+01	1.818182e-01	2.478483e-01	2
1.500000e+00	15	5.894737e+01	2.315789e+01	3.340769e+01	1.100847e+01	2.820513e-01	2.478483e-01	2
1.600000e+00	16	6.842105e+01	1.368421e+01	3.340769e+01	1.100847e+01	1.666667e-01	2.478483e-01	2
1.700000e+00	17	4.947368e+01	6.315789e+00	3.340769e+01	1.100847e+01	1.132075e-01	2.478483e-01	2
1.800000e+00	18	5.684211e+01	1.368421e+01	3.340769e+01	1.100847e+01	1.940299e-01	2.478483e-01	2
1.900000e+00	19	5.684211e+01	1.263158e+01	3.340769e+01	1.100847e+01	1.818182e-01	2.478483e-01	2
2	20	5.684211e+01	2.210526e+01	3.340769e+01	1.100847e+01	2.800000e-01	2.478483e-01	2
2.100000e+00	21	6.421053e+01	1.263158e+01	3.340769e+01	1.100847e+01	1.643836e-01	2.478483e-01	2
2.200000e+00	22	7.578947e+01	2.105263e+01	3.340769e+01	1.100847e+01	2.173913e-01	2.478483e-01	2
2.300000e+00	23	6.736842e+01	2.736842e+01	3.340769e+01	1.100847e+01	2.888889e-01	2.478483e-01	2
2.400000e+00	24	5.684211e+01	1.157895e+01	3.340769e+01	1.100847e+01	1.692308e-01	2.478483e-01	2
2.500000e+00	25	3.473684e+01	1.157895e+01	3.340769e+01	1.100847e+01	2.500000e-01	2.478483e-01	2
