coordinates:	43.9,143.0	128.9,143.0	213.9,143.0
4.310000e+01	113	119	136
4.320000e+01	113	113	153
4.330000e+01	122	115	134
4.340000e+01	113	118	135
4.350000e+01	113	113	142
4.360000e+01	122	117	136
4.370000e+01	113	119	132
4.380000e+01	113	113	147
4.390000e+01	120	115	131
44	113	118	138
4.410000e+01	113	113	131
4.420000e+01	125	115	141
4.430000e+01	113	121	133
4.440000e+01	113	113	148
4.450000e+01	120	116	145
4.460000e+01	113	115	130
4.470000e+01	113	113	145
4.480000e+01	126	115	137
4.490000e+01	113	114	146
45	113	113	142
4.510000e+01	124	117	140
4.520000e+01	113	124	137
4.530000e+01	113	113	138
4.540000e+01	126	118	140
4.550000e+01	113	117	132
4.560000e+01	113	113	144
4.570000e+01	118	117	143
4.580000e+01	113	119	133
4.590000e+01	113	113	141
46	118	116	137
4.610000e+01	113	119	139
4.620000e+01	113	113	146
4.630000e+01	125	116	140
4.640000e+01	113	119	130
4.650000e+01	113	113	140
4.660000e+01	121	115	142
4.670000e+01	113	117	135
4.680000e+01	113	113	145
4.690000e+01	116	118	135
47	113	121	143
4.710000e+01	113	113	145
4.720000e+01	129	114	142
4.730000e+01	113	120	132
4.740000e+01	113	113	141
4.750000e+01	117	113	136
4.760000e+01	113	117	132
4.770000e+01	113	113	146
4.780000e+01	122	117	135
4.790000e+01	113	130	137
48	113	113	151
4.810000e+01	122	116	130
4.820000e+01	113	116	138
4.830000e+01	113	113	145
4.840000e+01	121	117	134
4.850000e+01	113	124	146
4.860000e+01	113	113	142
4.870000e+01	117	118	143
4.880000e+01	113	122	132
4.890000e+01	113	113	147
49	124	115	132
4.910000e+01	113	118	141
4.920000e+01	113	113	132
4.930000e+01	122	116	137
4.940000e+01	113	120	136
4.950000e+01	113	113	143
4.960000e+01	120	119	140
4.970000e+01	113	117	130
4.980000e+01	113	113	147
4.990000e+01	131	114	134
50	113	121	137
5.010000e+01	113	113	143
5.020000e+01	120	114	146
5.030000e+01	113	122	131
5.040000e+01	113	113	148
5.050000e+01	117	116	140
5.060000e+01	113	116	136
5.070000e+01	113	113	142
5.080000e+01	129	116	134
5.090000e+01	113	124	141
51	113	113	136
5.110000e+01	123	115	135
5.120000e+01	113	118	135
5.130000e+01	113	113	136
5.140000e+01	117	115	146
5.150000e+01	113	119	139
5.160000e+01	113	113	137
5.170000e+01	130	117	129
5.180000e+01	113	115	136
5.190000e+01	113	113	137
52	129	122	129
5.210000e+01	113	116	146
5.220000e+01	113	113	146
5.230000e+01	129	120	127
5.240000e+01	113	121	128
5.250000e+01	113	113	135
5.260000e+01	132	118	135
5.270000e+01	113	119	136
5.280000e+01	113	113	150
5.290000e+01	127	116	123
53	113	120	132
5.310000e+01	113	113	147
5.320000e+01	135	116	124
5.330000e+01	113	119	141
5.340000e+01	113	113	145
5.350000e+01	127	119	132
5.360000e+01	113	118	131
5.370000e+01	113	113	137
5.380000e+01	126	116	143
5.390000e+01	113	117	139
54	113	113	136
5.410000e+01	129	118	130
5.420000e+01	113	123	130
5.430000e+01	113	113	145
5.440000e+01	135	116	127
5.450000e+01	113	121	130
5.460000e+01	113	113	146
5.470000e+01	133	117	129
5.480000e+01	113	115	132
5.490000e+01	113	113	147
55	137	123	130
5.510000e+01	113	116	127
5.520000e+01	113	113	138
5.530000e+01	127	119	131
5.540000e+01	113	121	131
5.550000e+01	113	113	141
5.560000e+01	134	118	134
5.570000e+01	113	117	133
5.580000e+01	113	113	151
5.590000e+01	127	116	128
56	113	121	131
5.610000e+01	113	113	149
5.620000e+01	125	116	127
5.630000e+01	113	118	141
5.640000e+01	113	113	137
5.650000e+01	138	116	129
5.660000e+01	113	124	140
5.670000e+01	113	113	135
5.680000e+01	125	115	134
5.690000e+01	113	120	133
57	113	113	146
5.710000e+01	131	116	130
5.720000e+01	113	125	136
5.730000e+01	113	113	137
5.740000e+01	131	114	136
5.750000e+01	113	119	139
5.760000e+01	113	113	146
5.770000e+01	129	118	129
5.780000e+01	113	119	135
5.790000e+01	113	113	142
58	135	120	133
5.810000e+01	113	116	139
5.820000e+01	113	113	146
5.830000e+01	130	122	128
5.840000e+01	113	117	136
5.850000e+01	113	113	152
5.860000e+01	127	119	123
5.870000e+01	113	121	137
5.880000e+01	113	113	141
5.890000e+01	136	117	131
59	113	120	141
5.910000e+01	113	113	134
5.920000e+01	128	118	127
5.930000e+01	113	118	139
5.940000e+01	113	113	140
5.950000e+01	134	123	137
5.960000e+01	113	118	136
5.970000e+01	113	113	134
5.980000e+01	128	119	136
5.990000e+01	113	117	132
60	113	113	149
6.010000e+01	131	118	130
6.020000e+01	113	122	136
6.030000e+01	113	113	143
6.040000e+01	134	120	137
6.050000e+01	113	119	124
6.060000e+01	113	113	153
6.070000e+01	132	116	132
6.080000e+01	113	121	143
6.090000e+01	113	113	145
61	132	120	135
6.110000e+01	113	123	136
6.120000e+01	113	113	138
6.130000e+01	126	120	130
6.140000e+01	113	115	140
6.150000e+01	113	113	152
6.160000e+01	128	119	137
6.170000e+01	113	126	136
6.180000e+01	113	113	142
6.190000e+01	125	118	127
62	113	119	146
6.210000e+01	113	113	159
6.220000e+01	135	121	127
6.230000e+01	113	115	134
6.240000e+01	113	113	140
6.250000e+01	125	120	136
6.260000e+01	113	119	132
6.270000e+01	113	113	155
6.280000e+01	130	122	129
6.290000e+01	113	117	133
63	113	113	141
6.310000e+01	127	117	124
6.320000e+01	113	124	137
6.330000e+01	113	113	151
6.340000e+01	125	118	124
6.350000e+01	113	120	136
6.360000e+01	113	113	148
6.370000e+01	128	123	125
6.380000e+01	113	122	138
6.390000e+01	113	113	145
64	129	122	137
6.410000e+01	113	125	144
6.420000e+01	113	113	147
6.430000e+01	122	121	132
6.440000e+01	113	117	140
6.450000e+01	113	113	148
6.460000e+01	132	116	132
6.470000e+01	113	123	138
6.480000e+01	113	113	142
6.490000e+01	132	119	137
65	113	120	143
6.510000e+01	113	113	139
6.520000e+01	123	118	136
6.530000e+01	113	113	123
6.540000e+01	113	113	139
6.550000e+01	124	119	143
6.560000e+01	113	122	128
6.570000e+01	113	113	147
6.580000e+01	132	121	131
6.590000e+01	113	119	140
66	113	113	146
6.610000e+01	126	124	130
6.620000e+01	113	118	132
6.630000e+01	113	113	147
6.640000e+01	127	120	127
6.650000e+01	113	122	135
6.660000e+01	113	113	143
6.670000e+01	130	123	127
6.680000e+01	113	118	145
6.690000e+01	113	113	146
67	123	117	132
6.710000e+01	113	118	143
6.720000e+01	113	113	146
6.730000e+01	135	116	126
6.740000e+01	113	127	132
6.750000e+01	113	113	143
6.760000e+01	127	123	131
6.770000e+01	113	119	134
6.780000e+01	113	113	141
6.790000e+01	147	116	126
68	113	122	133
6.810000e+01	113	113	136
6.820000e+01	145	115	121
6.830000e+01	113	117	131
6.840000e+01	113	113	140
6.850000e+01	145	115	121
6.860000e+01	113	118	130
6.870000e+01	113	113	137
6.880000e+01	145	113	119
6.890000e+01	113	124	134
69	113	113	143
6.910000e+01	143	117	123
6.920000e+01	113	120	127
6.930000e+01	113	113	151
6.940000e+01	155	116	124
6.950000e+01	113	128	133
6.960000e+01	113	113	143
6.970000e+01	135	113	125
6.980000e+01	113	128	134
6.990000e+01	113	113	143
70	144	115	120
7.010000e+01	113	119	130
7.020000e+01	113	113	130
7.030000e+01	138	116	123
7.040000e+01	113	117	142
7.050000e+01	113	113	150
7.060000e+01	141	116	126
7.070000e+01	113	121	134
7.080000e+01	113	113	145
7.090000e+01	148	119	118
71	113	120	142
7.110000e+01	113	113	141
7.120000e+01	144	119	120
7.130000e+01	113	119	134
7.140000e+01	113	113	146
7.150000e+01	134	114	124
7.160000e+01	113	121	143
7.170000e+01	113	113	149
7.180000e+01	155	114	121
7.190000e+01	113	122	131
72	113	113	143
7.210000e+01	150	116	124
7.220000e+01	113	120	141
7.230000e+01	113	113	143
7.240000e+01	141	115	126
7.250000e+01	113	118	138
7.260000e+01	113	113	143
7.270000e+01	144	116	125
7.280000e+01	113	116	136
7.290000e+01	113	113	153
73	145	116	123
7.310000e+01	113	116	136
7.320000e+01	113	113	159
7.330000e+01	150	118	123
7.340000e+01	113	117	142
7.350000e+01	113	113	142
7.360000e+01	143	117	120
7.370000e+01	113	120	138
7.380000e+01	113	113	143
7.390000e+01	150	114	118
74	113	121	131
7.410000e+01	113	113	154
7.420000e+01	149	113	127
7.430000e+01	113	117	136
7.440000e+01	113	113	143
7.450000e+01	152	116	124
7.460000e+01	113	115	131
7.470000e+01	113	113	134
7.480000e+01	147	115	124
7.490000e+01	113	121	135
75	113	113	139
7.510000e+01	151	114	132
7.520000e+01	113	122	136
7.530000e+01	113	113	149
7.540000e+01	159	115	121
7.550000e+01	113	117	128
7.560000e+01	113	113	141
7.570000e+01	151	114	126
7.580000e+01	113	121	135
7.590000e+01	113	113	153
76	145	117	121
7.610000e+01	113	118	129
7.620000e+01	113	113	147
7.630000e+01	144	117	124
7.640000e+01	113	122	140
7.650000e+01	113	113	145
7.660000e+01	150	115	123
7.670000e+01	113	123	137
7.680000e+01	113	113	155
7.690000e+01	150	117	126
77	113	118	134
7.710000e+01	113	113	134
7.720000e+01	140	116	123
7.730000e+01	113	123	135
7.740000e+01	113	113	139
7.750000e+01	149	116	124
7.760000e+01	113	121	134
7.770000e+01	113	113	138
7.780000e+01	150	116	125
7.790000e+01	113	125	131
78	113	113	141
7.810000e+01	146	116	120
7.820000e+01	113	120	134
7.830000e+01	113	113	148
7.840000e+01	151	118	122
7.850000e+01	113	118	134
7.860000e+01	113	113	134
7.870000e+01	155	116	126
7.880000e+01	113	118	137
7.890000e+01	113	113	143
79	150	117	124
7.910000e+01	113	123	143
7.920000e+01	113	113	137
7.930000e+01	154	115	122
7.940000e+01	113	116	127
7.950000e+01	113	113	139
7.960000e+01	151	116	123
7.970000e+01	113	117	122
7.980000e+01	113	113	148
7.990000e+01	137	114	123
80	113	121	139
8.010000e+01	113	113	147
8.020000e+01	148	113	132
8.030000e+01	113	122	130
8.040000e+01	113	113	142
8.050000e+01	138	116	121
8.060000e+01	113	117	140
8.070000e+01	113	113	139
8.080000e+01	144	116	126
8.090000e+01	113	121	132
81	113	113	139
8.110000e+01	142	116	120
8.120000e+01	113	120	138
8.130000e+01	113	113	149
8.140000e+01	151	113	121
8.150000e+01	113	118	140
8.160000e+01	113	113	141
8.170000e+01	155	114	128
8.180000e+01	113	122	135
8.190000e+01	113	113	141
82	143	113	128
8.210000e+01	113	118	136
8.220000e+01	113	113	142
8.230000e+01	143	115	122
8.240000e+01	113	122	131
8.250000e+01	113	113	143
8.260000e+01	147	114	123
8.270000e+01	113	121	139
8.280000e+01	113	113	143
8.290000e+01	142	115	125
83	113	117	135
8.310000e+01	113	113	151
8.320000e+01	145	114	126
8.330000e+01	113	120	139
8.340000e+01	113	113	135
8.350000e+01	156	115	125
8.360000e+01	113	120	137
8.370000e+01	113	113	143
8.380000e+01	141	114	124
8.390000e+01	113	123	132
84	113	113	140
8.410000e+01	148	114	127
8.420000e+01	113	121	144
8.430000e+01	113	113	156
8.440000e+01	148	115	122
8.450000e+01	113	125	136
8.460000e+01	113	113	145
8.470000e+01	146	115	120
8.480000e+01	113	122	134
8.490000e+01	113	113	134
85	149	114	126
8.510000e+01	113	122	133
8.520000e+01	113	113	143
8.530000e+01	153	116	124
8.540000e+01	113	122	131
8.550000e+01	113	113	141
8.560000e+01	141	113	128
8.570000e+01	113	120	139
8.580000e+01	113	113	138
8.590000e+01	143	116	122
86	113	122	141
8.610000e+01	113	113	143
8.620000e+01	142	115	123
8.630000e+01	113	118	127
8.640000e+01	113	113	139
8.650000e+01	146	113	121
8.660000e+01	113	122	128
8.670000e+01	113	113	139
8.680000e+01	156	113	123
8.690000e+01	113	123	141
87	113	113	143
8.710000e+01	147	114	124
8.720000e+01	113	121	136
8.730000e+01	113	113	135
8.740000e+01	142	115	122
8.750000e+01	113	125	140
8.760000e+01	113	113	135
8.770000e+01	149	114	123
8.780000e+01	113	117	142
8.790000e+01	113	113	153
88	142	115	124
8.810000e+01	113	115	126
8.820000e+01	113	113	144
8.830000e+01	154	115	115
8.840000e+01	113	123	137
8.850000e+01	113	113	142
8.860000e+01	150	114	120
8.870000e+01	113	121	134
8.880000e+01	113	113	137
8.890000e+01	150	113	128
89	113	116	143
8.910000e+01	113	113	143
8.920000e+01	144	114	127
8.930000e+01	113	117	137
8.940000e+01	113	113	145
8.950000e+01	131	116	123
8.960000e+01	113	115	138
8.970000e+01	113	113	144
8.980000e+01	156	115	130
8.990000e+01	113	123	140
90	113	113	142
9.010000e+01	144	117	126
9.020000e+01	113	119	136
9.030000e+01	113	113	144
9.040000e+01	140	119	118
9.050000e+01	113	132	124
9.060000e+01	113	113	133
9.070000e+01	148	120	119
9.080000e+01	113	136	124
9.090000e+01	113	113	146
91	144	119	119
9.110000e+01	113	136	126
9.120000e+01	113	113	148
9.130000e+01	143	123	119
9.140000e+01	113	135	121
9.150000e+01	113	113	139
9.160000e+01	149	120	116
9.170000e+01	113	138	124
9.180000e+01	113	113	137
9.190000e+01	138	122	115
92	113	138	124
9.210000e+01	113	113	144
9.220000e+01	142	121	116
9.230000e+01	113	139	121
9.240000e+01	113	113	138
9.250000e+01	159	117	119
9.260000e+01	113	133	126
9.270000e+01	113	113	143
9.280000e+01	143	123	119
9.290000e+01	113	136	124
93	113	113	150
9.310000e+01	138	123	118
9.320000e+01	113	136	120
9.330000e+01	113	113	148
9.340000e+01	153	121	116
9.350000e+01	113	129	123
9.360000e+01	113	113	153
9.370000e+01	148	122	116
9.380000e+01	113	126	123
9.390000e+01	113	113	137
94	144	122	118
9.410000e+01	113	136	120
9.420000e+01	113	113	151
9.430000e+01	142	125	120
9.440000e+01	113	125	117
9.450000e+01	113	113	142
9.460000e+01	146	120	118
9.470000e+01	113	128	123
9.480000e+01	113	113	147
9.490000e+01	147	121	121
95	113	137	123
9.510000e+01	113	113	132
9.520000e+01	129	126	121
9.530000e+01	113	138	121
9.540000e+01	113	113	149
9.550000e+01	127	124	120
9.560000e+01	113	146	123
9.570000e+01	113	113	144
9.580000e+01	128	129	122
9.590000e+01	113	137	125
96	113	113	138
9.610000e+01	132	132	128
9.620000e+01	113	130	124
9.630000e+01	113	113	145
9.640000e+01	122	129	122
9.650000e+01	113	137	122
9.660000e+01	113	113	143
9.670000e+01	128	131	121
9.680000e+01	113	133	126
9.690000e+01	113	113	148
97	137	126	124
9.710000e+01	113	142	120
9.720000e+01	113	113	136
9.730000e+01	123	128	122
9.740000e+01	113	142	122
9.750000e+01	113	113	142
9.760000e+01	119	126	120
9.770000e+01	113	133	125
9.780000e+01	113	113	145
9.790000e+01	126	127	118
98	113	132	120
9.810000e+01	113	113	151
9.820000e+01	139	131	122
9.830000e+01	113	136	122
9.840000e+01	113	113	148
9.850000e+01	126	127	119
9.860000e+01	113	135	116
9.870000e+01	113	113	137
9.880000e+01	132	129	124
9.890000e+01	113	135	123
99	113	113	145
9.910000e+01	133	130	121
9.920000e+01	113	148	123
9.930000e+01	113	113	146
9.940000e+01	127	134	127
9.950000e+01	113	135	122
9.960000e+01	113	113	144
9.970000e+01	134	131	116
9.980000e+01	113	133	125
9.990000e+01	113	113	142
100	135	129	120
1.001000e+02	113	129	118
1.002000e+02	113	113	145
1.003000e+02	126	130	121
1.004000e+02	113	139	120
1.005000e+02	113	113	148
1.006000e+02	126	128	122
1.007000e+02	113	134	123
1.008000e+02	113	113	147
1.009000e+02	130	132	121
101	113	137	117
1.011000e+02	113	113	138
1.012000e+02	131	124	126
1.013000e+02	113	130	123
1.014000e+02	113	113	137
1.015000e+02	134	130	123
1.016000e+02	113	136	120
1.017000e+02	113	113	138
1.018000e+02	130	140	121
1.019000e+02	113	134	119
102	113	113	149
1.021000e+02	129	124	118
1.022000e+02	113	133	124
1.023000e+02	113	113	138
1.024000e+02	123	130	125
1.025000e+02	113	137	124
1.026000e+02	113	113	150
1.027000e+02	130	127	119
1.028000e+02	113	133	120
1.029000e+02	113	113	145
103	135	129	117
1.031000e+02	113	139	120
1.032000e+02	113	113	146
1.033000e+02	130	126	119
1.034000e+02	113	135	121
1.035000e+02	113	113	154
1.036000e+02	127	130	119
1.037000e+02	113	139	120
